{ l: 0, r: 0, arr: [ 4 ], sum: 4 }
{ l: 1858, r: 5, arr: [], sum: NaN }
{ l: 1859, r: 5, arr: [], sum: NaN }
{ l: 1860, r: 5, arr: [], sum: NaN }
{ l: 1861, r: 5, arr: [], sum: NaN }
{ l: 1862, r: 5, arr: [], sum: NaN }
{ l: 1863, r: 5, arr: [], sum: NaN }
{ l: 1864, r: 5, arr: [], sum: NaN }
{ l: 1865, r: 5, arr: [], sum: NaN }
{ l: 1866, r: 5, arr: [], sum: NaN }
{ l: 1867, r: 5, arr: [], sum: NaN }
{ l: 1868, r: 5, arr: [], sum: NaN }
{ l: 1869, r: 5, arr: [], sum: NaN }
{ l: 1870, r: 5, arr: [], sum: NaN }
{ l: 1871, r: 5, arr: [], sum: NaN }
{ l: 1872, r: 5, arr: [], sum: NaN }
{ l: 1873, r: 5, arr: [], sum: NaN }
{ l: 1874, r: 5, arr: [], sum: NaN }
{ l: 1875, r: 5, arr: [], sum: NaN }
{ l: 1876, r: 5, arr: [], sum: NaN }
{ l: 1877, r: 5, arr: [], sum: NaN }
{ l: 1878, r: 5, arr: [], sum: NaN }
{ l: 1879, r: 5, arr: [], sum: NaN }
{ l: 1880, r: 5, arr: [], sum: NaN }
{ l: 1881, r: 5, arr: [], sum: NaN }
{ l: 1882, r: 5, arr: [], sum: NaN }
{ l: 1883, r: 5, arr: [], sum: NaN }
{ l: 1884, r: 5, arr: [], sum: NaN }
{ l: 1885, r: 5, arr: [], sum: NaN }
{ l: 1886, r: 5, arr: [], sum: NaN }
{ l: 1887, r: 5, arr: [], sum: NaN }
{ l: 1888, r: 5, arr: [], sum: NaN }
{ l: 1889, r: 5, arr: [], sum: NaN }
{ l: 1890, r: 5, arr: [], sum: NaN }
{ l: 1891, r: 5, arr: [], sum: NaN }
{ l: 1892, r: 5, arr: [], sum: NaN }
{ l: 1893, r: 5, arr: [], sum: NaN }
{ l: 1894, r: 5, arr: [], sum: NaN }
{ l: 1895, r: 5, arr: [], sum: NaN }
{ l: 1896, r: 5, arr: [], sum: NaN }
{ l: 1897, r: 5, arr: [], sum: NaN }
{ l: 1898, r: 5, arr: [], sum: NaN }
{ l: 1899, r: 5, arr: [], sum: NaN }
{ l: 1900, r: 5, arr: [], sum: NaN }
{ l: 1901, r: 5, arr: [], sum: NaN }
{ l: 1902, r: 5, arr: [], sum: NaN }
{ l: 1903, r: 5, arr: [], sum: NaN }
{ l: 1904, r: 5, arr: [], sum: NaN }
{ l: 1905, r: 5, arr: [], sum: NaN }
{ l: 1906, r: 5, arr: [], sum: NaN }
{ l: 1907, r: 5, arr: [], sum: NaN }
{ l: 1908, r: 5, arr: [], sum: NaN }
{ l: 1909, r: 5, arr: [], sum: NaN }
{ l: 1910, r: 5, arr: [], sum: NaN }
{ l: 1911, r: 5, arr: [], sum: NaN }
{ l: 1912, r: 5, arr: [], sum: NaN }
{ l: 1913, r: 5, arr: [], sum: NaN }
{ l: 1914, r: 5, arr: [], sum: NaN }
{ l: 1915, r: 5, arr: [], sum: NaN }
{ l: 1916, r: 5, arr: [], sum: NaN }
{ l: 1917, r: 5, arr: [], sum: NaN }
{ l: 1918, r: 5, arr: [], sum: NaN }
{ l: 1919, r: 5, arr: [], sum: NaN }
{ l: 1920, r: 5, arr: [], sum: NaN }
{ l: 1921, r: 5, arr: [], sum: NaN }
{ l: 1922, r: 5, arr: [], sum: NaN }
{ l: 1923, r: 5, arr: [], sum: NaN }
{ l: 1924, r: 5, arr: [], sum: NaN }
{ l: 1925, r: 5, arr: [], sum: NaN }
{ l: 1926, r: 5, arr: [], sum: NaN }
{ l: 1927, r: 5, arr: [], sum: NaN }
{ l: 1928, r: 5, arr: [], sum: NaN }
{ l: 1929, r: 5, arr: [], sum: NaN }
{ l: 1930, r: 5, arr: [], sum: NaN }
{ l: 1931, r: 5, arr: [], sum: NaN }
{ l: 1932, r: 5, arr: [], sum: NaN }
{ l: 1933, r: 5, arr: [], sum: NaN }
{ l: 1934, r: 5, arr: [], sum: NaN }
{ l: 1935, r: 5, arr: [], sum: NaN }
{ l: 1936, r: 5, arr: [], sum: NaN }
{ l: 1937, r: 5, arr: [], sum: NaN }
{ l: 1938, r: 5, arr: [], sum: NaN }
{ l: 1939, r: 5, arr: [], sum: NaN }
{ l: 1940, r: 5, arr: [], sum: NaN }
{ l: 1941, r: 5, arr: [], sum: NaN }
{ l: 1942, r: 5, arr: [], sum: NaN }
{ l: 1943, r: 5, arr: [], sum: NaN }
{ l: 1944, r: 5, arr: [], sum: NaN }
{ l: 1945, r: 5, arr: [], sum: NaN }
{ l: 1946, r: 5, arr: [], sum: NaN }
{ l: 1947, r: 5, arr: [], sum: NaN }
{ l: 1948, r: 5, arr: [], sum: NaN }
{ l: 1949, r: 5, arr: [], sum: NaN }
{ l: 1950, r: 5, arr: [], sum: NaN }
{ l: 1951, r: 5, arr: [], sum: NaN }
{ l: 1952, r: 5, arr: [], sum: NaN }
{ l: 1953, r: 5, arr: [], sum: NaN }
{ l: 1954, r: 5, arr: [], sum: NaN }
{ l: 1955, r: 5, arr: [], sum: NaN }
{ l: 1956, r: 5, arr: [], sum: NaN }
{ l: 1957, r: 5, arr: [], sum: NaN }
{ l: 1958, r: 5, arr: [], sum: NaN }
{ l: 1959, r: 5, arr: [], sum: NaN }
{ l: 1960, r: 5, arr: [], sum: NaN }
{ l: 1961, r: 5, arr: [], sum: NaN }
{ l: 1962, r: 5, arr: [], sum: NaN }
{ l: 1963, r: 5, arr: [], sum: NaN }
{ l: 1964, r: 5, arr: [], sum: NaN }
{ l: 1965, r: 5, arr: [], sum: NaN }
{ l: 1966, r: 5, arr: [], sum: NaN }
{ l: 1967, r: 5, arr: [], sum: NaN }
{ l: 1968, r: 5, arr: [], sum: NaN }
{ l: 1969, r: 5, arr: [], sum: NaN }
{ l: 1970, r: 5, arr: [], sum: NaN }
{ l: 1971, r: 5, arr: [], sum: NaN }
{ l: 1972, r: 5, arr: [], sum: NaN }
{ l: 1973, r: 5, arr: [], sum: NaN }
{ l: 1974, r: 5, arr: [], sum: NaN }
{ l: 1975, r: 5, arr: [], sum: NaN }
{ l: 1976, r: 5, arr: [], sum: NaN }
{ l: 1977, r: 5, arr: [], sum: NaN }
{ l: 1978, r: 5, arr: [], sum: NaN }
{ l: 1979, r: 5, arr: [], sum: NaN }
{ l: 1980, r: 5, arr: [], sum: NaN }
{ l: 1981, r: 5, arr: [], sum: NaN }
{ l: 1982, r: 5, arr: [], sum: NaN }
{ l: 1983, r: 5, arr: [], sum: NaN }
{ l: 1984, r: 5, arr: [], sum: NaN }
{ l: 1985, r: 5, arr: [], sum: NaN }
{ l: 1986, r: 5, arr: [], sum: NaN }
{ l: 1987, r: 5, arr: [], sum: NaN }
{ l: 1988, r: 5, arr: [], sum: NaN }
{ l: 1989, r: 5, arr: [], sum: NaN }
{ l: 1990, r: 5, arr: [], sum: NaN }
{ l: 1991, r: 5, arr: [], sum: NaN }
{ l: 1992, r: 5, arr: [], sum: NaN }
{ l: 1993, r: 5, arr: [], sum: NaN }
{ l: 1994, r: 5, arr: [], sum: NaN }
{ l: 1995, r: 5, arr: [], sum: NaN }
{ l: 1996, r: 5, arr: [], sum: NaN }
{ l: 1997, r: 5, arr: [], sum: NaN }
{ l: 1998, r: 5, arr: [], sum: NaN }
{ l: 1999, r: 5, arr: [], sum: NaN }
{ l: 2000, r: 5, arr: [], sum: NaN }
{ l: 2001, r: 5, arr: [], sum: NaN }
{ l: 2002, r: 5, arr: [], sum: NaN }
{ l: 2003, r: 5, arr: [], sum: NaN }
{ l: 2004, r: 5, arr: [], sum: NaN }
{ l: 2005, r: 5, arr: [], sum: NaN }
{ l: 2006, r: 5, arr: [], sum: NaN }
{ l: 2007, r: 5, arr: [], sum: NaN }
{ l: 2008, r: 5, arr: [], sum: NaN }
{ l: 2009, r: 5, arr: [], sum: NaN }
{ l: 2010, r: 5, arr: [], sum: NaN }
{ l: 2011, r: 5, arr: [], sum: NaN }
{ l: 2012, r: 5, arr: [], sum: NaN }
{ l: 2013, r: 5, arr: [], sum: NaN }
{ l: 2014, r: 5, arr: [], sum: NaN }
{ l: 2015, r: 5, arr: [], sum: NaN }
{ l: 2016, r: 5, arr: [], sum: NaN }
{ l: 2017, r: 5, arr: [], sum: NaN }
{ l: 2018, r: 5, arr: [], sum: NaN }
{ l: 2019, r: 5, arr: [], sum: NaN }
{ l: 2020, r: 5, arr: [], sum: NaN }
{ l: 2021, r: 5, arr: [], sum: NaN }
{ l: 2022, r: 5, arr: [], sum: NaN }
{ l: 2023, r: 5, arr: [], sum: NaN }
{ l: 2024, r: 5, arr: [], sum: NaN }
{ l: 2025, r: 5, arr: [], sum: NaN }
{ l: 2026, r: 5, arr: [], sum: NaN }
{ l: 2027, r: 5, arr: [], sum: NaN }
{ l: 2028, r: 5, arr: [], sum: NaN }
{ l: 2029, r: 5, arr: [], sum: NaN }
{ l: 2030, r: 5, arr: [], sum: NaN }
{ l: 2031, r: 5, arr: [], sum: NaN }
{ l: 2032, r: 5, arr: [], sum: NaN }
{ l: 2033, r: 5, arr: [], sum: NaN }
{ l: 2034, r: 5, arr: [], sum: NaN }
{ l: 2035, r: 5, arr: [], sum: NaN }
{ l: 2036, r: 5, arr: [], sum: NaN }
{ l: 2037, r: 5, arr: [], sum: NaN }
{ l: 2038, r: 5, arr: [], sum: NaN }
{ l: 2039, r: 5, arr: [], sum: NaN }
{ l: 2040, r: 5, arr: [], sum: NaN }
{ l: 2041, r: 5, arr: [], sum: NaN }
{ l: 2042, r: 5, arr: [], sum: NaN }
{ l: 2043, r: 5, arr: [], sum: NaN }
{ l: 2044, r: 5, arr: [], sum: NaN }
{ l: 2045, r: 5, arr: [], sum: NaN }
{ l: 2046, r: 5, arr: [], sum: NaN }
{ l: 2047, r: 5, arr: [], sum: NaN }
{ l: 2048, r: 5, arr: [], sum: NaN }
{ l: 2049, r: 5, arr: [], sum: NaN }
{ l: 2050, r: 5, arr: [], sum: NaN }
{ l: 2051, r: 5, arr: [], sum: NaN }
{ l: 2052, r: 5, arr: [], sum: NaN }
{ l: 2053, r: 5, arr: [], sum: NaN }
{ l: 2054, r: 5, arr: [], sum: NaN }
{ l: 2055, r: 5, arr: [], sum: NaN }
{ l: 2056, r: 5, arr: [], sum: NaN }
{ l: 2057, r: 5, arr: [], sum: NaN }
{ l: 2058, r: 5, arr: [], sum: NaN }
{ l: 2059, r: 5, arr: [], sum: NaN }
{ l: 2060, r: 5, arr: [], sum: NaN }
{ l: 2061, r: 5, arr: [], sum: NaN }
{ l: 2062, r: 5, arr: [], sum: NaN }
{ l: 2063, r: 5, arr: [], sum: NaN }
{ l: 2064, r: 5, arr: [], sum: NaN }
{ l: 2065, r: 5, arr: [], sum: NaN }
{ l: 2066, r: 5, arr: [], sum: NaN }
{ l: 2067, r: 5, arr: [], sum: NaN }
{ l: 2068, r: 5, arr: [], sum: NaN }
{ l: 2069, r: 5, arr: [], sum: NaN }
{ l: 2070, r: 5, arr: [], sum: NaN }
{ l: 2071, r: 5, arr: [], sum: NaN }
{ l: 2072, r: 5, arr: [], sum: NaN }
{ l: 2073, r: 5, arr: [], sum: NaN }
{ l: 2074, r: 5, arr: [], sum: NaN }
{ l: 2075, r: 5, arr: [], sum: NaN }
{ l: 2076, r: 5, arr: [], sum: NaN }
{ l: 2077, r: 5, arr: [], sum: NaN }
{ l: 2078, r: 5, arr: [], sum: NaN }
{ l: 2079, r: 5, arr: [], sum: NaN }
{ l: 2080, r: 5, arr: [], sum: NaN }
{ l: 2081, r: 5, arr: [], sum: NaN }
{ l: 2082, r: 5, arr: [], sum: NaN }
{ l: 2083, r: 5, arr: [], sum: NaN }
{ l: 2084, r: 5, arr: [], sum: NaN }
{ l: 2085, r: 5, arr: [], sum: NaN }
{ l: 2086, r: 5, arr: [], sum: NaN }
{ l: 2087, r: 5, arr: [], sum: NaN }
{ l: 2088, r: 5, arr: [], sum: NaN }
{ l: 2089, r: 5, arr: [], sum: NaN }
{ l: 2090, r: 5, arr: [], sum: NaN }
{ l: 2091, r: 5, arr: [], sum: NaN }
{ l: 2092, r: 5, arr: [], sum: NaN }
{ l: 2093, r: 5, arr: [], sum: NaN }
{ l: 2094, r: 5, arr: [], sum: NaN }
{ l: 2095, r: 5, arr: [], sum: NaN }
{ l: 2096, r: 5, arr: [], sum: NaN }
{ l: 2097, r: 5, arr: [], sum: NaN }
{ l: 2098, r: 5, arr: [], sum: NaN }
{ l: 2099, r: 5, arr: [], sum: NaN }
{ l: 2100, r: 5, arr: [], sum: NaN }
{ l: 2101, r: 5, arr: [], sum: NaN }
{ l: 2102, r: 5, arr: [], sum: NaN }
{ l: 2103, r: 5, arr: [], sum: NaN }
{ l: 2104, r: 5, arr: [], sum: NaN }
{ l: 2105, r: 5, arr: [], sum: NaN }
{ l: 2106, r: 5, arr: [], sum: NaN }
{ l: 2107, r: 5, arr: [], sum: NaN }
{ l: 2108, r: 5, arr: [], sum: NaN }
{ l: 2109, r: 5, arr: [], sum: NaN }
{ l: 2110, r: 5, arr: [], sum: NaN }
{ l: 2111, r: 5, arr: [], sum: NaN }
{ l: 2112, r: 5, arr: [], sum: NaN }
{ l: 2113, r: 5, arr: [], sum: NaN }
{ l: 2114, r: 5, arr: [], sum: NaN }
{ l: 2115, r: 5, arr: [], sum: NaN }
{ l: 2116, r: 5, arr: [], sum: NaN }
{ l: 2117, r: 5, arr: [], sum: NaN }
{ l: 2118, r: 5, arr: [], sum: NaN }
{ l: 2119, r: 5, arr: [], sum: NaN }
{ l: 2120, r: 5, arr: [], sum: NaN }
{ l: 2121, r: 5, arr: [], sum: NaN }
{ l: 2122, r: 5, arr: [], sum: NaN }
{ l: 2123, r: 5, arr: [], sum: NaN }
{ l: 2124, r: 5, arr: [], sum: NaN }
{ l: 2125, r: 5, arr: [], sum: NaN }
{ l: 2126, r: 5, arr: [], sum: NaN }
{ l: 2127, r: 5, arr: [], sum: NaN }
{ l: 2128, r: 5, arr: [], sum: NaN }
{ l: 2129, r: 5, arr: [], sum: NaN }
{ l: 2130, r: 5, arr: [], sum: NaN }
{ l: 2131, r: 5, arr: [], sum: NaN }
{ l: 2132, r: 5, arr: [], sum: NaN }
{ l: 2133, r: 5, arr: [], sum: NaN }
{ l: 2134, r: 5, arr: [], sum: NaN }
{ l: 2135, r: 5, arr: [], sum: NaN }
{ l: 2136, r: 5, arr: [], sum: NaN }
{ l: 2137, r: 5, arr: [], sum: NaN }
{ l: 2138, r: 5, arr: [], sum: NaN }
{ l: 2139, r: 5, arr: [], sum: NaN }
{ l: 2140, r: 5, arr: [], sum: NaN }
{ l: 2141, r: 5, arr: [], sum: NaN }
{ l: 2142, r: 5, arr: [], sum: NaN }
{ l: 2143, r: 5, arr: [], sum: NaN }
{ l: 2144, r: 5, arr: [], sum: NaN }
{ l: 2145, r: 5, arr: [], sum: NaN }
{ l: 2146, r: 5, arr: [], sum: NaN }
{ l: 2147, r: 5, arr: [], sum: NaN }
{ l: 2148, r: 5, arr: [], sum: NaN }
{ l: 2149, r: 5, arr: [], sum: NaN }
{ l: 2150, r: 5, arr: [], sum: NaN }
{ l: 2151, r: 5, arr: [], sum: NaN }
{ l: 2152, r: 5, arr: [], sum: NaN }
{ l: 2153, r: 5, arr: [], sum: NaN }
{ l: 2154, r: 5, arr: [], sum: NaN }
{ l: 2155, r: 5, arr: [], sum: NaN }
{ l: 2156, r: 5, arr: [], sum: NaN }
{ l: 2157, r: 5, arr: [], sum: NaN }
{ l: 2158, r: 5, arr: [], sum: NaN }
{ l: 2159, r: 5, arr: [], sum: NaN }
{ l: 2160, r: 5, arr: [], sum: NaN }
{ l: 2161, r: 5, arr: [], sum: NaN }
{ l: 2162, r: 5, arr: [], sum: NaN }
{ l: 2163, r: 5, arr: [], sum: NaN }
{ l: 2164, r: 5, arr: [], sum: NaN }
{ l: 2165, r: 5, arr: [], sum: NaN }
{ l: 2166, r: 5, arr: [], sum: NaN }
{ l: 2167, r: 5, arr: [], sum: NaN }
{ l: 2168, r: 5, arr: [], sum: NaN }
{ l: 2169, r: 5, arr: [], sum: NaN }
{ l: 2170, r: 5, arr: [], sum: NaN }
{ l: 2171, r: 5, arr: [], sum: NaN }
{ l: 2172, r: 5, arr: [], sum: NaN }
{ l: 2173, r: 5, arr: [], sum: NaN }
{ l: 2174, r: 5, arr: [], sum: NaN }
{ l: 2175, r: 5, arr: [], sum: NaN }
{ l: 2176, r: 5, arr: [], sum: NaN }
{ l: 2177, r: 5, arr: [], sum: NaN }
{ l: 2178, r: 5, arr: [], sum: NaN }
{ l: 2179, r: 5, arr: [], sum: NaN }
{ l: 2180, r: 5, arr: [], sum: NaN }
{ l: 2181, r: 5, arr: [], sum: NaN }
{ l: 2182, r: 5, arr: [], sum: NaN }
{ l: 2183, r: 5, arr: [], sum: NaN }
{ l: 2184, r: 5, arr: [], sum: NaN }
{ l: 2185, r: 5, arr: [], sum: NaN }
{ l: 2186, r: 5, arr: [], sum: NaN }
{ l: 2187, r: 5, arr: [], sum: NaN }
{ l: 2188, r: 5, arr: [], sum: NaN }
{ l: 2189, r: 5, arr: [], sum: NaN }
{ l: 2190, r: 5, arr: [], sum: NaN }
{ l: 2191, r: 5, arr: [], sum: NaN }
{ l: 2192, r: 5, arr: [], sum: NaN }
{ l: 2193, r: 5, arr: [], sum: NaN }
{ l: 2194, r: 5, arr: [], sum: NaN }
{ l: 2195, r: 5, arr: [], sum: NaN }
{ l: 2196, r: 5, arr: [], sum: NaN }
{ l: 2197, r: 5, arr: [], sum: NaN }
{ l: 2198, r: 5, arr: [], sum: NaN }
{ l: 2199, r: 5, arr: [], sum: NaN }
{ l: 2200, r: 5, arr: [], sum: NaN }
{ l: 2201, r: 5, arr: [], sum: NaN }
{ l: 2202, r: 5, arr: [], sum: NaN }
{ l: 2203, r: 5, arr: [], sum: NaN }
{ l: 2204, r: 5, arr: [], sum: NaN }
{ l: 2205, r: 5, arr: [], sum: NaN }
{ l: 2206, r: 5, arr: [], sum: NaN }
{ l: 2207, r: 5, arr: [], sum: NaN }
{ l: 2208, r: 5, arr: [], sum: NaN }
{ l: 2209, r: 5, arr: [], sum: NaN }
{ l: 2210, r: 5, arr: [], sum: NaN }
{ l: 2211, r: 5, arr: [], sum: NaN }
{ l: 2212, r: 5, arr: [], sum: NaN }
{ l: 2213, r: 5, arr: [], sum: NaN }
{ l: 2214, r: 5, arr: [], sum: NaN }
{ l: 2215, r: 5, arr: [], sum: NaN }
{ l: 2216, r: 5, arr: [], sum: NaN }
{ l: 2217, r: 5, arr: [], sum: NaN }
{ l: 2218, r: 5, arr: [], sum: NaN }
{ l: 2219, r: 5, arr: [], sum: NaN }
{ l: 2220, r: 5, arr: [], sum: NaN }
{ l: 2221, r: 5, arr: [], sum: NaN }
{ l: 2222, r: 5, arr: [], sum: NaN }
{ l: 2223, r: 5, arr: [], sum: NaN }
{ l: 2224, r: 5, arr: [], sum: NaN }
{ l: 2225, r: 5, arr: [], sum: NaN }
{ l: 2226, r: 5, arr: [], sum: NaN }
{ l: 2227, r: 5, arr: [], sum: NaN }
{ l: 2228, r: 5, arr: [], sum: NaN }
{ l: 2229, r: 5, arr: [], sum: NaN }
{ l: 2230, r: 5, arr: [], sum: NaN }
{ l: 2231, r: 5, arr: [], sum: NaN }
{ l: 2232, r: 5, arr: [], sum: NaN }
{ l: 2233, r: 5, arr: [], sum: NaN }
{ l: 2234, r: 5, arr: [], sum: NaN }
{ l: 2235, r: 5, arr: [], sum: NaN }
{ l: 2236, r: 5, arr: [], sum: NaN }
{ l: 2237, r: 5, arr: [], sum: NaN }
{ l: 2238, r: 5, arr: [], sum: NaN }
{ l: 2239, r: 5, arr: [], sum: NaN }
{ l: 2240, r: 5, arr: [], sum: NaN }
{ l: 2241, r: 5, arr: [], sum: NaN }
{ l: 2242, r: 5, arr: [], sum: NaN }
{ l: 2243, r: 5, arr: [], sum: NaN }
{ l: 2244, r: 5, arr: [], sum: NaN }
{ l: 2245, r: 5, arr: [], sum: NaN }
{ l: 2246, r: 5, arr: [], sum: NaN }
{ l: 2247, r: 5, arr: [], sum: NaN }
{ l: 2248, r: 5, arr: [], sum: NaN }
{ l: 2249, r: 5, arr: [], sum: NaN }
{ l: 2250, r: 5, arr: [], sum: NaN }
{ l: 2251, r: 5, arr: [], sum: NaN }
{ l: 2252, r: 5, arr: [], sum: NaN }
{ l: 2253, r: 5, arr: [], sum: NaN }
{ l: 2254, r: 5, arr: [], sum: NaN }
{ l: 2255, r: 5, arr: [], sum: NaN }
{ l: 2256, r: 5, arr: [], sum: NaN }
{ l: 2257, r: 5, arr: [], sum: NaN }
{ l: 2258, r: 5, arr: [], sum: NaN }
{ l: 2259, r: 5, arr: [], sum: NaN }
{ l: 2260, r: 5, arr: [], sum: NaN }
{ l: 2261, r: 5, arr: [], sum: NaN }
{ l: 2262, r: 5, arr: [], sum: NaN }
{ l: 2263, r: 5, arr: [], sum: NaN }
{ l: 2264, r: 5, arr: [], sum: NaN }
{ l: 2265, r: 5, arr: [], sum: NaN }
{ l: 2266, r: 5, arr: [], sum: NaN }
{ l: 2267, r: 5, arr: [], sum: NaN }
{ l: 2268, r: 5, arr: [], sum: NaN }
{ l: 2269, r: 5, arr: [], sum: NaN }
{ l: 2270, r: 5, arr: [], sum: NaN }
{ l: 2271, r: 5, arr: [], sum: NaN }
{ l: 2272, r: 5, arr: [], sum: NaN }
{ l: 2273, r: 5, arr: [], sum: NaN }
{ l: 2274, r: 5, arr: [], sum: NaN }
{ l: 2275, r: 5, arr: [], sum: NaN }
{ l: 2276, r: 5, arr: [], sum: NaN }
{ l: 2277, r: 5, arr: [], sum: NaN }
{ l: 2278, r: 5, arr: [], sum: NaN }
{ l: 2279, r: 5, arr: [], sum: NaN }
{ l: 2280, r: 5, arr: [], sum: NaN }
{ l: 2281, r: 5, arr: [], sum: NaN }
{ l: 2282, r: 5, arr: [], sum: NaN }
{ l: 2283, r: 5, arr: [], sum: NaN }
{ l: 2284, r: 5, arr: [], sum: NaN }
{ l: 2285, r: 5, arr: [], sum: NaN }
{ l: 2286, r: 5, arr: [], sum: NaN }
{ l: 2287, r: 5, arr: [], sum: NaN }
{ l: 2288, r: 5, arr: [], sum: NaN }
{ l: 2289, r: 5, arr: [], sum: NaN }
{ l: 2290, r: 5, arr: [], sum: NaN }
{ l: 2291, r: 5, arr: [], sum: NaN }
{ l: 2292, r: 5, arr: [], sum: NaN }
{ l: 2293, r: 5, arr: [], sum: NaN }
{ l: 2294, r: 5, arr: [], sum: NaN }
{ l: 2295, r: 5, arr: [], sum: NaN }
{ l: 2296, r: 5, arr: [], sum: NaN }
{ l: 2297, r: 5, arr: [], sum: NaN }
{ l: 2298, r: 5, arr: [], sum: NaN }
{ l: 2299, r: 5, arr: [], sum: NaN }
{ l: 2300, r: 5, arr: [], sum: NaN }
{ l: 2301, r: 5, arr: [], sum: NaN }
{ l: 2302, r: 5, arr: [], sum: NaN }
{ l: 2303, r: 5, arr: [], sum: NaN }
{ l: 2304, r: 5, arr: [], sum: NaN }
{ l: 2305, r: 5, arr: [], sum: NaN }
{ l: 2306, r: 5, arr: [], sum: NaN }
{ l: 2307, r: 5, arr: [], sum: NaN }
{ l: 2308, r: 5, arr: [], sum: NaN }
{ l: 2309, r: 5, arr: [], sum: NaN }
{ l: 2310, r: 5, arr: [], sum: NaN }
{ l: 2311, r: 5, arr: [], sum: NaN }
{ l: 2312, r: 5, arr: [], sum: NaN }
{ l: 2313, r: 5, arr: [], sum: NaN }
{ l: 2314, r: 5, arr: [], sum: NaN }
{ l: 2315, r: 5, arr: [], sum: NaN }
{ l: 2316, r: 5, arr: [], sum: NaN }
{ l: 2317, r: 5, arr: [], sum: NaN }
{ l: 2318, r: 5, arr: [], sum: NaN }
{ l: 2319, r: 5, arr: [], sum: NaN }
{ l: 2320, r: 5, arr: [], sum: NaN }
{ l: 2321, r: 5, arr: [], sum: NaN }
{ l: 2322, r: 5, arr: [], sum: NaN }
{ l: 2323, r: 5, arr: [], sum: NaN }
{ l: 2324, r: 5, arr: [], sum: NaN }
{ l: 2325, r: 5, arr: [], sum: NaN }
{ l: 2326, r: 5, arr: [], sum: NaN }
{ l: 2327, r: 5, arr: [], sum: NaN }
{ l: 2328, r: 5, arr: [], sum: NaN }
{ l: 2329, r: 5, arr: [], sum: NaN }
{ l: 2330, r: 5, arr: [], sum: NaN }
{ l: 2331, r: 5, arr: [], sum: NaN }
{ l: 2332, r: 5, arr: [], sum: NaN }
{ l: 2333, r: 5, arr: [], sum: NaN }
{ l: 2334, r: 5, arr: [], sum: NaN }
{ l: 2335, r: 5, arr: [], sum: NaN }
{ l: 2336, r: 5, arr: [], sum: NaN }
{ l: 2337, r: 5, arr: [], sum: NaN }
{ l: 2338, r: 5, arr: [], sum: NaN }
{ l: 2339, r: 5, arr: [], sum: NaN }
{ l: 2340, r: 5, arr: [], sum: NaN }
{ l: 2341, r: 5, arr: [], sum: NaN }
{ l: 2342, r: 5, arr: [], sum: NaN }
{ l: 2343, r: 5, arr: [], sum: NaN }
{ l: 2344, r: 5, arr: [], sum: NaN }
{ l: 2345, r: 5, arr: [], sum: NaN }
{ l: 2346, r: 5, arr: [], sum: NaN }
{ l: 2347, r: 5, arr: [], sum: NaN }
{ l: 2348, r: 5, arr: [], sum: NaN }
{ l: 2349, r: 5, arr: [], sum: NaN }
{ l: 2350, r: 5, arr: [], sum: NaN }
{ l: 2351, r: 5, arr: [], sum: NaN }
{ l: 2352, r: 5, arr: [], sum: NaN }
{ l: 2353, r: 5, arr: [], sum: NaN }
{ l: 2354, r: 5, arr: [], sum: NaN }
{ l: 2355, r: 5, arr: [], sum: NaN }
{ l: 2356, r: 5, arr: [], sum: NaN }
{ l: 2357, r: 5, arr: [], sum: NaN }
{ l: 2358, r: 5, arr: [], sum: NaN }
{ l: 2359, r: 5, arr: [], sum: NaN }
{ l: 2360, r: 5, arr: [], sum: NaN }
{ l: 2361, r: 5, arr: [], sum: NaN }
{ l: 2362, r: 5, arr: [], sum: NaN }
{ l: 2363, r: 5, arr: [], sum: NaN }
{ l: 2364, r: 5, arr: [], sum: NaN }
{ l: 2365, r: 5, arr: [], sum: NaN }
{ l: 2366, r: 5, arr: [], sum: NaN }
{ l: 2367, r: 5, arr: [], sum: NaN }
{ l: 2368, r: 5, arr: [], sum: NaN }
{ l: 2369, r: 5, arr: [], sum: NaN }
{ l: 2370, r: 5, arr: [], sum: NaN }
{ l: 2371, r: 5, arr: [], sum: NaN }
{ l: 2372, r: 5, arr: [], sum: NaN }
{ l: 2373, r: 5, arr: [], sum: NaN }
{ l: 2374, r: 5, arr: [], sum: NaN }
{ l: 2375, r: 5, arr: [], sum: NaN }
{ l: 2376, r: 5, arr: [], sum: NaN }
{ l: 2377, r: 5, arr: [], sum: NaN }
{ l: 2378, r: 5, arr: [], sum: NaN }
{ l: 2379, r: 5, arr: [], sum: NaN }
{ l: 2380, r: 5, arr: [], sum: NaN }
{ l: 2381, r: 5, arr: [], sum: NaN }
{ l: 2382, r: 5, arr: [], sum: NaN }
{ l: 2383, r: 5, arr: [], sum: NaN }
{ l: 2384, r: 5, arr: [], sum: NaN }
{ l: 2385, r: 5, arr: [], sum: NaN }
{ l: 2386, r: 5, arr: [], sum: NaN }
{ l: 2387, r: 5, arr: [], sum: NaN }
{ l: 2388, r: 5, arr: [], sum: NaN }
{ l: 2389, r: 5, arr: [], sum: NaN }
{ l: 2390, r: 5, arr: [], sum: NaN }
{ l: 2391, r: 5, arr: [], sum: NaN }
{ l: 2392, r: 5, arr: [], sum: NaN }
{ l: 2393, r: 5, arr: [], sum: NaN }
{ l: 2394, r: 5, arr: [], sum: NaN }
